@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute '' numeric

@data
31,'2024/04/07 20:53:53:726',1,0.363187,0.371148,0.380356,0.402841,0.440056,0.48174,0.523614,0.566764,0.605521,0.637222,0.66852,0.694775,0.711291,0.718652,0.71981,0.720389,0.405055,0.431403,0.468578,0.508949,0.544546,0.592365,0.622669,0.655871,0.684664,0.701859,0.570832,0.573867,0.577544,0.580901,0.531058,0.552576,0.575421,0.594513,0.611101,0.453147,0.475648,0.496111,0.514976,0.496348,0.475436,0.608667,0.628513,0.647407,0.665301,0.647699,0.629354,0.47791,0.514457,0.551944,0.571835,0.593757,0.620954,0.644043,0.620857,0.593951,0.571117,0.549715,0.513207,0.488553,0.551188,0.571414,0.593259,0.634531,0.593344,0.571289,1
32,'2024/04/07 20:53:53:760',1,0.361815,0.370709,0.381209,0.40409,0.443042,0.484996,0.527242,0.570223,0.607955,0.637625,0.666842,0.692508,0.708782,0.716853,0.717781,0.718389,0.400046,0.425985,0.4624,0.502387,0.537695,0.595831,0.625758,0.658388,0.686638,0.705516,0.572113,0.575778,0.580245,0.584562,0.53419,0.556384,0.578867,0.59747,0.613107,0.449374,0.471954,0.493371,0.514083,0.493962,0.47203,0.611151,0.631713,0.650681,0.668045,0.651175,0.632511,0.480059,0.51757,0.55512,0.575123,0.596335,0.623604,0.646398,0.623491,0.596995,0.574424,0.552867,0.515751,0.490267,0.554576,0.574572,0.595869,0.636312,0.595922,0.574351,1
33,'2024/04/07 20:53:53:793',1,0.362079,0.369682,0.37887,0.401045,0.438778,0.480017,0.523124,0.567307,0.607127,0.638304,0.669034,0.695883,0.711941,0.71784,0.719055,0.719898,0.401909,0.427644,0.463344,0.502601,0.536823,0.596333,0.625456,0.658952,0.687352,0.704346,0.570537,0.573624,0.577459,0.581102,0.533491,0.554201,0.575981,0.595146,0.611291,0.449396,0.471288,0.49236,0.51265,0.492647,0.471152,0.611817,0.630628,0.649751,0.668613,0.650712,0.631795,0.478508,0.516,0.55347,0.572121,0.59217,0.618965,0.644336,0.619253,0.592759,0.571697,0.551241,0.514428,0.488723,0.552684,0.571701,0.591839,0.63514,0.591987,0.571693,1
34,'2024/04/07 20:53:53:826',1,0.364452,0.372468,0.382301,0.405413,0.442652,0.484785,0.527156,0.570676,0.611137,0.644292,0.67588,0.701238,0.715486,0.721214,0.72088,0.720226,0.39972,0.426674,0.461639,0.501005,0.537208,0.596057,0.624994,0.657615,0.685099,0.703266,0.570263,0.573959,0.578274,0.582231,0.533678,0.554986,0.577879,0.596785,0.612946,0.448443,0.470561,0.492135,0.513078,0.492498,0.470269,0.609564,0.629977,0.650257,0.669515,0.650726,0.630575,0.480485,0.516521,0.552781,0.573349,0.594455,0.621684,0.646837,0.622264,0.596371,0.573763,0.552154,0.516114,0.49031,0.552509,0.573051,0.594516,0.637046,0.59522,0.573667,1
35,'2024/04/07 20:53:53:860',1,0.360915,0.36841,0.378427,0.400721,0.437297,0.480022,0.522145,0.563816,0.602802,0.635803,0.667904,0.695273,0.710569,0.718479,0.720823,0.721346,0.399341,0.428524,0.463739,0.501889,0.536136,0.59359,0.623113,0.65619,0.684483,0.704668,0.568299,0.57141,0.575357,0.578591,0.530187,0.551449,0.574233,0.593068,0.610224,0.448002,0.470477,0.490878,0.511696,0.491483,0.470523,0.60848,0.62837,0.647784,0.667061,0.648241,0.629268,0.479313,0.515334,0.550837,0.571263,0.591291,0.618359,0.644396,0.61917,0.592849,0.571311,0.549509,0.514618,0.490354,0.550331,0.570938,0.591083,0.634796,0.59204,0.571518,1
36,'2024/04/07 20:53:53:892',1,0.361981,0.368729,0.37789,0.399658,0.437319,0.47993,0.522415,0.564413,0.603298,0.636099,0.667681,0.695123,0.710842,0.718021,0.719038,0.71794,0.400691,0.428715,0.464218,0.502786,0.536885,0.595341,0.623774,0.656292,0.683893,0.702805,0.569193,0.572331,0.576238,0.579763,0.533781,0.553893,0.575352,0.593189,0.609691,0.450946,0.472698,0.493425,0.513762,0.493562,0.472832,0.60913,0.629109,0.648075,0.666554,0.648389,0.629746,0.478679,0.51501,0.551392,0.571958,0.592542,0.618316,0.643795,0.61969,0.593793,0.571812,0.54949,0.514369,0.488969,0.550584,0.571609,0.592316,0.634581,0.592877,0.572049,1
37,'2024/04/07 20:53:53:925',1,0.361869,0.370014,0.380085,0.403106,0.440727,0.482029,0.52194,0.561996,0.599653,0.632697,0.666051,0.694471,0.711257,0.719126,0.721006,0.720777,0.399474,0.42567,0.461046,0.500012,0.53532,0.594782,0.623679,0.65674,0.685115,0.704109,0.569723,0.572733,0.576573,0.579877,0.534146,0.553917,0.575281,0.593097,0.609342,0.449936,0.472316,0.493482,0.514033,0.493923,0.472477,0.609561,0.629331,0.648821,0.666648,0.649724,0.63047,0.477874,0.51581,0.552534,0.572298,0.591701,0.61865,0.643348,0.618012,0.591423,0.570615,0.54966,0.514142,0.488086,0.55173,0.571645,0.59125,0.633404,0.591075,0.571378,1
38,'2024/04/07 20:53:53:959',1,0.36137,0.370003,0.38009,0.402548,0.439565,0.480795,0.52197,0.563962,0.602751,0.635578,0.666442,0.693431,0.709069,0.716731,0.719299,0.719819,0.397688,0.425865,0.462565,0.502532,0.538236,0.595114,0.624445,0.657426,0.685409,0.704399,0.570258,0.573263,0.576997,0.580514,0.531387,0.552676,0.575376,0.594864,0.611394,0.447431,0.47048,0.491899,0.511806,0.49224,0.470477,0.611124,0.632042,0.651297,0.669683,0.652275,0.633262,0.475478,0.51395,0.551678,0.571962,0.592936,0.619989,0.645014,0.62021,0.593511,0.571048,0.54908,0.512295,0.486606,0.550775,0.571527,0.592469,0.635402,0.592829,0.571441,1
39,'2024/04/07 20:53:53:992',1,0.360936,0.369197,0.379778,0.402537,0.440747,0.482987,0.524828,0.565831,0.603274,0.634481,0.664576,0.6914,0.707757,0.716874,0.720089,0.720662,0.398692,0.425073,0.461093,0.500948,0.53583,0.594717,0.623811,0.657237,0.68509,0.703852,0.569624,0.572854,0.576816,0.580408,0.530818,0.552374,0.574761,0.594267,0.610572,0.447817,0.470241,0.491313,0.511551,0.491211,0.469819,0.61077,0.631586,0.651238,0.669582,0.651469,0.632259,0.47813,0.514779,0.551761,0.571141,0.592205,0.61911,0.642629,0.61903,0.592861,0.570307,0.549052,0.512781,0.487996,0.550841,0.570772,0.591783,0.632828,0.592121,0.570926,1
40,'2024/04/07 20:53:54:025',1,0.360925,0.369579,0.379138,0.40071,0.437323,0.480207,0.522922,0.565108,0.602744,0.634233,0.665437,0.693443,0.710367,0.717203,0.719169,0.720502,0.397573,0.425233,0.462718,0.502952,0.539047,0.592842,0.623992,0.659131,0.688359,0.706086,0.568392,0.571856,0.576128,0.580107,0.531406,0.552647,0.575135,0.594278,0.610408,0.446788,0.469285,0.490487,0.512115,0.491278,0.469335,0.607456,0.628454,0.647932,0.666664,0.648591,0.629037,0.47969,0.516176,0.551724,0.571985,0.592175,0.619581,0.644875,0.620265,0.593901,0.572301,0.550632,0.515563,0.490589,0.551136,0.571592,0.592019,0.634943,0.592972,0.57229,1
41,'2024/04/07 20:53:54:058',1,0.362532,0.371223,0.380439,0.403103,0.440857,0.48328,0.525678,0.567541,0.606344,0.638333,0.6694,0.696037,0.710403,0.716177,0.717632,0.719426,0.398918,0.425807,0.461319,0.500521,0.535741,0.592909,0.623748,0.657479,0.686222,0.70488,0.56891,0.572262,0.57631,0.580027,0.531552,0.552551,0.574917,0.593658,0.610127,0.448186,0.470559,0.492058,0.512124,0.492402,0.470336,0.608595,0.628906,0.649054,0.667655,0.649508,0.629931,0.476674,0.514401,0.551409,0.571366,0.591784,0.618833,0.643622,0.619531,0.592793,0.571178,0.549833,0.513413,0.487351,0.550713,0.571024,0.591525,0.633846,0.591734,0.571085,1
42,'2024/04/07 20:53:54:091',1,0.362437,0.369803,0.379609,0.402587,0.440209,0.482963,0.525067,0.568396,0.607473,0.639953,0.672057,0.69763,0.711621,0.716896,0.718148,0.719302,0.396565,0.423975,0.461046,0.501807,0.537857,0.590816,0.61951,0.653203,0.682699,0.70166,0.566855,0.570214,0.574164,0.577923,0.531256,0.551872,0.573909,0.592437,0.608672,0.445794,0.468031,0.488884,0.510118,0.489057,0.467671,0.606574,0.627383,0.647114,0.666581,0.64779,0.628062,0.477639,0.514716,0.550698,0.571049,0.591242,0.618321,0.64482,0.619261,0.592729,0.571075,0.54932,0.513847,0.487728,0.549989,0.570626,0.590949,0.635026,0.591635,0.57099,1
43,'2024/04/07 20:53:54:126',1,0.36026,0.368051,0.378616,0.40216,0.440867,0.483775,0.524896,0.566467,0.604869,0.637039,0.670054,0.697306,0.712721,0.718772,0.719518,0.719272,0.399484,0.426613,0.462795,0.502021,0.53811,0.592568,0.62228,0.655745,0.684759,0.703128,0.568065,0.571149,0.574989,0.57848,0.532608,0.552573,0.574717,0.593291,0.609617,0.447505,0.469312,0.490469,0.512154,0.490959,0.469227,0.6088,0.629,0.648814,0.66846,0.649828,0.630081,0.477338,0.515012,0.551795,0.572582,0.592101,0.61842,0.644174,0.618939,0.593574,0.572555,0.550339,0.514222,0.487799,0.551241,0.572238,0.592076,0.633852,0.592638,0.572609,1
44,'2024/04/07 20:53:54:157',1,0.361727,0.369907,0.379001,0.401952,0.440618,0.483101,0.524962,0.567399,0.606088,0.63818,0.669036,0.696112,0.711388,0.717717,0.718713,0.718808,0.396388,0.423778,0.459556,0.499474,0.535549,0.594223,0.623614,0.656496,0.685105,0.70334,0.567424,0.570574,0.574363,0.577972,0.530212,0.55141,0.573905,0.592706,0.609405,0.445574,0.46779,0.488702,0.510347,0.489585,0.467908,0.607632,0.628477,0.647973,0.666762,0.648478,0.629263,0.47603,0.513653,0.550698,0.57165,0.592645,0.61992,0.644876,0.620898,0.59447,0.57186,0.549451,0.512769,0.486464,0.550178,0.571479,0.59259,0.63541,0.593139,0.571498,1
45,'2024/04/07 20:53:54:193',1,0.359933,0.368352,0.378939,0.402438,0.440835,0.484076,0.525185,0.565178,0.601635,0.632346,0.663107,0.690962,0.708401,0.716883,0.719409,0.720197,0.399647,0.426637,0.461888,0.499935,0.534112,0.594758,0.623462,0.656165,0.683044,0.70076,0.567953,0.571142,0.574948,0.578369,0.529561,0.550459,0.573038,0.591849,0.60833,0.448572,0.469851,0.490536,0.510415,0.490495,0.469538,0.607056,0.626217,0.645414,0.663873,0.645942,0.627353,0.477126,0.51267,0.548887,0.569456,0.590019,0.618102,0.64152,0.61803,0.590707,0.568968,0.547105,0.511307,0.487586,0.548392,0.569176,0.589786,0.631292,0.589943,0.569198,1
46,'2024/04/07 20:53:54:222',1,0.357539,0.366131,0.377801,0.402715,0.441003,0.484224,0.526653,0.570307,0.609471,0.640802,0.671557,0.696859,0.711011,0.718033,0.719642,0.720406,0.394709,0.423736,0.461116,0.501596,0.539002,0.59502,0.624567,0.657237,0.685431,0.703708,0.569297,0.572771,0.577167,0.581168,0.532784,0.553896,0.577086,0.595193,0.610865,0.445172,0.467483,0.488772,0.510954,0.489511,0.467537,0.608614,0.629867,0.650013,0.669127,0.650734,0.630907,0.478344,0.517294,0.552675,0.57358,0.593664,0.619697,0.645623,0.62098,0.596392,0.574935,0.552594,0.516773,0.488454,0.552447,0.57348,0.593894,0.635042,0.595236,0.574333,1
47,'2024/04/07 20:53:54:256',1,0.362319,0.370664,0.380862,0.404185,0.442043,0.484858,0.526613,0.568907,0.60709,0.638034,0.669215,0.69582,0.710608,0.716825,0.717993,0.718038,0.397374,0.423316,0.459895,0.499323,0.535219,0.592637,0.621966,0.654543,0.682781,0.702409,0.567399,0.571119,0.575464,0.579676,0.533316,0.553889,0.57608,0.593873,0.609832,0.447159,0.469345,0.490463,0.511365,0.49025,0.46881,0.607122,0.627124,0.646971,0.665932,0.647441,0.627828,0.476833,0.513719,0.550609,0.57312,0.594148,0.622158,0.646326,0.623895,0.597002,0.573878,0.549862,0.513308,0.487447,0.55018,0.572833,0.594084,0.63594,0.595572,0.573701,1
48,'2024/04/07 20:53:54:289',1,0.359296,0.368214,0.378525,0.401399,0.439722,0.481603,0.523026,0.564088,0.602346,0.634466,0.66579,0.693989,0.710596,0.717832,0.720376,0.720511,0.39987,0.427297,0.463361,0.50203,0.535847,0.593483,0.622024,0.655083,0.683125,0.701581,0.568042,0.571528,0.575777,0.579734,0.531788,0.552558,0.575078,0.593748,0.610275,0.448308,0.470911,0.492345,0.512729,0.492898,0.471189,0.607983,0.628963,0.648206,0.666487,0.648675,0.629588,0.477243,0.514587,0.551294,0.572157,0.592859,0.61909,0.644653,0.619434,0.593735,0.57187,0.549718,0.513526,0.487625,0.550518,0.571608,0.592702,0.634821,0.592949,0.571835,1
49,'2024/04/07 20:53:54:321',1,0.3579,0.366714,0.37681,0.398996,0.436864,0.479456,0.522147,0.565246,0.604593,0.636304,0.66556,0.691359,0.707244,0.714513,0.716046,0.715966,0.397286,0.423067,0.459962,0.500463,0.535765,0.590271,0.619196,0.652652,0.681111,0.699401,0.566423,0.56997,0.574218,0.578207,0.528733,0.550202,0.573251,0.592478,0.6093,0.445932,0.468318,0.488649,0.508822,0.48886,0.46806,0.605289,0.626019,0.645388,0.662808,0.645307,0.626469,0.476601,0.512739,0.549128,0.570023,0.591453,0.618708,0.641972,0.619338,0.592523,0.569762,0.547033,0.511378,0.487306,0.548176,0.569616,0.590977,0.632389,0.591938,0.57022,1
50,'2024/04/07 20:53:54:354',1,0.357853,0.365822,0.376587,0.400341,0.438945,0.481592,0.523785,0.566789,0.604136,0.635666,0.665759,0.692211,0.707737,0.71461,0.716386,0.718575,0.395219,0.421106,0.457968,0.498583,0.535123,0.590288,0.621359,0.656461,0.685791,0.70434,0.56686,0.570091,0.574115,0.577633,0.52792,0.549637,0.572725,0.592059,0.608806,0.443254,0.466486,0.487976,0.509154,0.488497,0.466525,0.606565,0.628193,0.648264,0.667191,0.648453,0.628817,0.47686,0.514402,0.550692,0.570015,0.590293,0.617142,0.642301,0.617751,0.592049,0.570373,0.549465,0.513164,0.487024,0.549987,0.569631,0.589851,0.633194,0.591172,0.570518,1
51,'2024/04/07 20:53:54:387',1,0.356914,0.365831,0.376294,0.399204,0.438338,0.481644,0.522139,0.563658,0.601873,0.63329,0.663807,0.690595,0.706268,0.714076,0.71654,0.717077,0.39644,0.424153,0.460805,0.500503,0.535723,0.587846,0.618044,0.652669,0.682062,0.701087,0.566428,0.569931,0.574017,0.577722,0.527843,0.549399,0.572359,0.591873,0.608519,0.445818,0.467511,0.487829,0.508739,0.488526,0.467711,0.606692,0.628368,0.647614,0.665808,0.647938,0.628676,0.475316,0.513539,0.549468,0.568516,0.588487,0.615195,0.641016,0.615326,0.589601,0.568394,0.54771,0.511979,0.485728,0.549058,0.568423,0.588428,0.630767,0.588669,0.568382,1
52,'2024/04/07 20:53:54:420',1,0.358172,0.365698,0.375892,0.399667,0.437744,0.481482,0.523677,0.566466,0.605152,0.636897,0.668116,0.694584,0.710099,0.716971,0.717714,0.716523,0.397175,0.425335,0.461503,0.501009,0.535835,0.591091,0.620522,0.654498,0.683423,0.70156,0.566613,0.570187,0.574644,0.578612,0.529426,0.551113,0.573604,0.592211,0.60794,0.445606,0.468307,0.489,0.51024,0.489501,0.468484,0.605722,0.626497,0.64571,0.664768,0.646276,0.627275,0.474659,0.512778,0.549564,0.569803,0.590426,0.617897,0.642511,0.618679,0.592621,0.57099,0.548716,0.511621,0.485056,0.549059,0.569656,0.590412,0.632891,0.591626,0.570799,1
53,'2024/04/07 20:53:54:454',1,0.356461,0.365817,0.375672,0.397776,0.434721,0.477066,0.519654,0.563098,0.601113,0.632414,0.662926,0.690045,0.706,0.713991,0.715376,0.716193,0.392702,0.420687,0.458491,0.500097,0.536892,0.587436,0.616549,0.650625,0.680613,0.700158,0.565719,0.569557,0.573956,0.578043,0.528714,0.549698,0.573024,0.592121,0.608408,0.444193,0.466766,0.487638,0.508859,0.488783,0.467104,0.6051,0.62591,0.645371,0.663711,0.645664,0.626996,0.475712,0.513687,0.550365,0.570196,0.59048,0.61645,0.640621,0.616601,0.591627,0.569899,0.548485,0.51244,0.486139,0.549381,0.569753,0.590103,0.631062,0.590917,0.570186,1
54,'2024/04/07 20:53:54:486',1,0.356594,0.364605,0.374991,0.399398,0.439221,0.482417,0.523954,0.565484,0.602783,0.632622,0.661467,0.68813,0.704287,0.712376,0.715141,0.717272,0.394273,0.42056,0.457421,0.497105,0.532109,0.588976,0.619007,0.653129,0.681267,0.699418,0.564292,0.567804,0.572128,0.576226,0.524407,0.546941,0.570175,0.59045,0.607322,0.441779,0.464107,0.484706,0.505633,0.485603,0.464323,0.60416,0.625481,0.645189,0.663274,0.645092,0.625752,0.474674,0.51137,0.547861,0.566594,0.587187,0.614857,0.639551,0.616129,0.5894,0.56748,0.547023,0.510504,0.484689,0.547272,0.566252,0.586826,0.630286,0.588478,0.567529,1
55,'2024/04/07 20:53:54:519',1,0.35626,0.364339,0.373983,0.397005,0.435587,0.477344,0.519137,0.56196,0.601388,0.631568,0.661279,0.688054,0.704114,0.711338,0.712323,0.712401,0.392745,0.41871,0.453977,0.493484,0.527707,0.587335,0.61649,0.649683,0.678063,0.696339,0.562661,0.566124,0.57037,0.574339,0.523767,0.545736,0.569361,0.588758,0.605185,0.441184,0.463353,0.484345,0.50536,0.484931,0.463154,0.600828,0.621526,0.641382,0.659862,0.641307,0.622098,0.471319,0.508074,0.545249,0.565351,0.587099,0.614311,0.637725,0.61546,0.589462,0.566266,0.544643,0.5076,0.481869,0.544622,0.565142,0.586919,0.628463,0.588266,0.56623,1
56,'2024/04/07 20:53:54:554',1,0.354444,0.362465,0.374959,0.399135,0.436729,0.478338,0.518096,0.557259,0.59351,0.62601,0.65764,0.686069,0.702839,0.711315,0.713499,0.713472,0.394369,0.422057,0.456413,0.494864,0.528117,0.589262,0.61864,0.652173,0.679979,0.699366,0.562509,0.565823,0.570035,0.573881,0.525034,0.54608,0.567918,0.587188,0.6034,0.441076,0.463542,0.48445,0.505304,0.484886,0.463649,0.602519,0.623105,0.642481,0.661017,0.642836,0.623813,0.472398,0.509185,0.546372,0.56453,0.585171,0.612694,0.637883,0.613027,0.585584,0.563508,0.543343,0.507046,0.482699,0.545268,0.563816,0.584692,0.628076,0.584983,0.563846,1
57,'2024/04/07 20:53:54:586',1,0.35377,0.363043,0.374826,0.398173,0.435356,0.476925,0.517079,0.558799,0.595115,0.625914,0.657017,0.684115,0.701422,0.710427,0.713564,0.714109,0.391817,0.418573,0.453145,0.490697,0.523558,0.584498,0.614898,0.648089,0.675626,0.695452,0.559751,0.563017,0.567042,0.570659,0.522568,0.543909,0.565553,0.583888,0.599758,0.438816,0.461269,0.481756,0.501945,0.482065,0.461164,0.599144,0.618932,0.638706,0.657508,0.639425,0.620229,0.471981,0.508224,0.544449,0.562568,0.583344,0.611143,0.63484,0.611406,0.584722,0.562765,0.542841,0.506763,0.482311,0.543617,0.561981,0.582998,0.625349,0.583547,0.562528,1
58,'2024/04/07 20:53:54:619',1,0.352615,0.361487,0.372522,0.396163,0.433702,0.475154,0.51592,0.559281,0.598057,0.629372,0.659722,0.685478,0.700539,0.707048,0.708717,0.709415,0.389924,0.415616,0.450394,0.48904,0.523145,0.585014,0.614862,0.647865,0.676241,0.694942,0.558499,0.562084,0.566377,0.570535,0.522323,0.543376,0.565785,0.584749,0.600746,0.438317,0.459858,0.480223,0.501322,0.481159,0.460167,0.598695,0.618291,0.637902,0.656486,0.638275,0.619137,0.470545,0.508463,0.54363,0.563205,0.583535,0.609783,0.633808,0.61026,0.584763,0.563201,0.542397,0.506992,0.480571,0.543075,0.562708,0.583076,0.624184,0.583716,0.563201,1
59,'2024/04/07 20:53:54:652',1,0.348731,0.35712,0.367599,0.391539,0.430421,0.47477,0.516637,0.557386,0.592514,0.623755,0.655696,0.683412,0.69998,0.707588,0.708506,0.709198,0.38841,0.415959,0.451007,0.490406,0.525135,0.585818,0.616304,0.649472,0.677506,0.695263,0.557774,0.561354,0.56574,0.569837,0.522686,0.543576,0.565077,0.583578,0.59965,0.437267,0.459222,0.480184,0.50061,0.480839,0.459497,0.598525,0.618931,0.637868,0.656578,0.63879,0.619856,0.468395,0.506686,0.543122,0.562243,0.582012,0.608802,0.634878,0.609604,0.583776,0.562449,0.541693,0.505644,0.478763,0.54259,0.561968,0.582027,0.625073,0.582403,0.562039,1
60,'2024/04/07 20:53:54:685',1,0.348458,0.356172,0.367308,0.391398,0.429859,0.472805,0.513717,0.555185,0.591551,0.622211,0.653154,0.680974,0.698856,0.70794,0.709702,0.71044,0.389137,0.414651,0.449728,0.488524,0.521838,0.583704,0.613808,0.645851,0.673519,0.691906,0.555728,0.558754,0.562408,0.565755,0.518111,0.538952,0.560367,0.579478,0.59596,0.436438,0.458161,0.478443,0.497892,0.478678,0.458151,0.596917,0.61676,0.635132,0.653535,0.636167,0.617959,0.465816,0.503277,0.539345,0.557854,0.578118,0.605052,0.630926,0.60516,0.579292,0.558037,0.537731,0.502019,0.475799,0.538409,0.557296,0.577706,0.621025,0.57849,0.558034,1
61,'2024/04/07 20:53:54:718',1,0.349476,0.357965,0.368234,0.390586,0.428007,0.469566,0.511089,0.555294,0.594932,0.625089,0.655082,0.681075,0.696592,0.70332,0.704643,0.705316,0.383372,0.408582,0.445344,0.48556,0.52171,0.575522,0.606935,0.641666,0.671281,0.68973,0.553369,0.55705,0.561274,0.565329,0.516841,0.538481,0.56061,0.579708,0.595943,0.433961,0.455171,0.475199,0.495368,0.475923,0.455355,0.595218,0.614638,0.633463,0.651566,0.634001,0.615499,0.465398,0.502822,0.538234,0.557708,0.579006,0.60583,0.630084,0.60703,0.581017,0.558749,0.537511,0.501929,0.475815,0.537972,0.557641,0.578864,0.62065,0.579626,0.558296,1
62,'2024/04/07 20:53:54:752',1,0.344026,0.35251,0.36312,0.386388,0.423993,0.466104,0.508664,0.551062,0.588683,0.62026,0.651572,0.678393,0.693727,0.700071,0.701877,0.703151,0.380967,0.407338,0.443093,0.483069,0.518669,0.575115,0.605029,0.639044,0.667597,0.686452,0.551071,0.554448,0.558359,0.56204,0.514066,0.535592,0.558322,0.576912,0.593277,0.430617,0.452384,0.473707,0.494202,0.474238,0.452623,0.591581,0.611172,0.6309,0.649556,0.631506,0.612353,0.463833,0.50005,0.535618,0.555434,0.575644,0.602514,0.626164,0.602983,0.576887,0.555374,0.533985,0.49882,0.473907,0.534953,0.555126,0.575482,0.616764,0.57587,0.555252,1
63,'2024/04/07 20:53:54:785',1,0.344371,0.350227,0.359972,0.382835,0.421416,0.463408,0.506106,0.54787,0.585603,0.618427,0.650584,0.679294,0.695278,0.702171,0.704312,0.704318,0.380277,0.406532,0.441118,0.478433,0.512951,0.575213,0.605178,0.637345,0.665841,0.683984,0.548134,0.550947,0.55443,0.557636,0.512027,0.532003,0.553111,0.571215,0.587596,0.428799,0.450643,0.472249,0.492158,0.472415,0.450616,0.589795,0.609707,0.62986,0.648548,0.630859,0.611021,0.459205,0.495863,0.530748,0.550081,0.569999,0.59768,0.625347,0.598813,0.571715,0.550535,0.529905,0.49527,0.469937,0.53041,0.549875,0.570038,0.615784,0.570571,0.550355,1
64,'2024/04/07 20:53:54:818',1,0.334213,0.343446,0.355199,0.380727,0.420462,0.462727,0.503981,0.544983,0.582343,0.612109,0.643934,0.671572,0.687398,0.694775,0.696916,0.697564,0.371799,0.399522,0.435893,0.475628,0.51087,0.570748,0.599209,0.632115,0.660793,0.67973,0.543427,0.546771,0.550818,0.554754,0.507585,0.52843,0.551049,0.56943,0.585464,0.422356,0.444181,0.465424,0.486601,0.466154,0.443996,0.583859,0.603334,0.623902,0.64364,0.624632,0.604487,0.453299,0.491825,0.528306,0.54934,0.569625,0.597389,0.622185,0.598736,0.572157,0.550323,0.527592,0.491241,0.46439,0.527745,0.549136,0.569607,0.612427,0.570878,0.550115,1
65,'2024/04/07 20:53:54:852',1,0.334126,0.343225,0.35433,0.377869,0.416198,0.460176,0.502099,0.543446,0.58152,0.613433,0.643808,0.671143,0.686272,0.693441,0.694824,0.69443,0.368041,0.394696,0.43031,0.470168,0.505492,0.560582,0.592599,0.627857,0.658117,0.678192,0.537168,0.540971,0.545227,0.549274,0.502754,0.523662,0.545793,0.564199,0.58072,0.418584,0.439992,0.460786,0.481706,0.461994,0.440829,0.579077,0.598399,0.617977,0.63738,0.618582,0.599473,0.451308,0.487714,0.522517,0.543338,0.563714,0.592169,0.617756,0.593796,0.56702,0.544828,0.522352,0.487562,0.461909,0.522242,0.543516,0.563944,0.607496,0.565157,0.54434,1
66,'2024/04/07 20:53:54:884',1,0.329208,0.338722,0.349913,0.373659,0.409561,0.450502,0.490132,0.531778,0.569249,0.601296,0.633872,0.661767,0.67864,0.685889,0.687036,0.687263,0.364068,0.388765,0.423159,0.462368,0.498108,0.555923,0.586498,0.620319,0.649785,0.66979,0.530365,0.533992,0.537996,0.54177,0.495635,0.516183,0.538411,0.557499,0.574878,0.411666,0.434026,0.455065,0.476395,0.455813,0.434152,0.571426,0.592303,0.612577,0.632023,0.612848,0.592592,0.443774,0.480095,0.516546,0.537101,0.557093,0.585598,0.610927,0.586776,0.55914,0.537228,0.514912,0.479053,0.454483,0.515811,0.536721,0.556866,0.601649,0.557631,0.536873,1
